TIENDA_ID,MES_ID,VENTA_TOTAL
626,202311,748860.57
559,202302,748949.26
454,202401,749018.71
695,202308,749058.74
565,202312,749129.6
447,202405,749159.43
727,202302,749264.53
306,202311,749319.52
786,202401,749321.68
474,202401,749333.08
736,202302,749337.89
644,202307,749501.38
744,202307,749528.83
78,202301,749547.37
804,202307,749573.83
452,202303,749625.08
585,202405,749662.31
513,202302,749694.0
126,202308,749857.65
725,202301,749873.76
127,202402,749882.41
747,202305,749967.83
685,202305,750114.1
558,202405,750212.1
247,202301,750297.14
472,202308,750379.55
275,202406,750539.15
661,202303,750655.56
804,202403,750732.47
552,202411,750762.02
498,202404,750797.4
264,202401,750847.3
41,202312,750878.11
715,202402,750952.68
238,202304,750967.01
562,202304,750973.58
248,202411,751049.73
198,202304,751062.07
648,202306,751068.06
198,202402,751093.53
219,202402,751138.59
717,202403,751210.43
476,202311,751214.36
582,202401,751245.83
458,202301,751260.37
203,202402,751450.76
537,202407,751489.46
733,202310,751516.26
434,202404,751599.1
562,202305,751611.47
32,202309,751628.4
638,202402,751640.85
76,202305,751721.41
705,202302,751744.6
831,202407,751794.99
836,202308,751885.19
514,202312,751913.61
565,202309,751937.37
328,202305,751969.08
627,202303,752147.22
697,202303,752250.16
44,202303,752336.87
299,202403,752359.81
826,202405,752442.36
76,202311,752672.14
661,202304,752699.81
574,202307,752730.33
433,202402,752857.73
177,202403,752933.34
755,202305,752948.02
108,202311,753021.24
45,202312,753040.17
121,202407,753096.64
417,202411,753220.01
783,202306,753333.3
397,202406,753448.85
492,202303,753566.96
458,202404,753604.36
498,202306,753608.01
546,202306,753791.85
616,202404,753821.81
744,202407,753919.44
381,202401,753954.74
329,202301,753976.11
46,202304,754403.75
203,202403,754647.98
656,202405,754742.66
297,202305,754756.1
622,202407,754799.6
225,202401,754820.33
615,202406,754905.33
667,202402,755031.73
222,202403,755070.53
76,202304,755201.51
451,202301,755265.16
778,202301,755286.34
297,202312,755302.47
386,202310,755355.64
103,202301,755363.29
824,202405,755421.25
791,202308,755423.74
42,202311,755592.45
776,202301,755614.37
506,202402,755630.35
143,202301,755663.68
297,202306,755837.72
793,202405,755966.08
632,202305,756220.21
628,202404,756252.53
593,202310,756387.67
712,202406,756497.84
32,202406,756546.03
742,202405,756598.1
277,202310,756690.17
639,202301,756694.37
592,202312,756697.18
505,202312,756738.54
332,202401,756962.25
649,202308,757014.88
461,202412,757118.51
784,202406,757134.44
731,202304,757160.24
759,202301,757302.91
499,202308,757436.82
22,202302,757581.23
605,202310,757804.12
118,202301,757962.86
724,202403,758107.12
118,202302,758112.22
43,202310,758132.34
489,202301,758184.28
453,202311,758250.33
562,202405,758297.84
188,202310,758304.94
242,202310,758311.46
648,202307,758509.41
101,202411,758532.61
526,202311,758590.09
652,202403,758624.47
796,202403,758627.25
137,202302,758652.61
753,202309,758692.3
778,202302,758766.91
213,202311,758961.59
57,202302,759020.84
472,202309,759041.84
643,202302,759145.84
58,202307,759224.39
616,202403,759236.16
109,202404,759247.8
402,202403,759267.18
544,202406,759294.95
164,202302,759312.77
499,202401,759320.79
498,202308,759544.5
762,202302,759621.75
447,202312,759623.54
85,202406,759637.94
357,202411,759680.22
197,202301,759697.3
488,202407,759717.63
123,202412,759743.68
199,202403,759830.36
222,202406,760049.74
667,202310,760077.8
789,202308,760093.25
625,202411,760128.72
321,202311,760159.4
697,202401,760163.89
627,202305,760169.29
545,202302,760216.23
781,202407,760366.35
649,202407,760430.07
195,202307,760442.3
724,202401,760535.3
163,202303,760545.36
235,202303,760586.03
517,202310,760805.9
782,202405,760861.87
121,202401,760889.3
841,202312,760992.35
545,202301,761193.6
76,202303,761465.56
188,202305,761501.81
537,202403,761590.7
655,202303,761640.06
528,202402,761817.2
328,202404,761827.48
399,202303,761911.42
519,202302,762029.24
78,202401,762067.49
552,202305,762129.71
787,202307,762136.89
603,202407,762190.81
361,202411,762257.11
761,202311,762269.79
666,202403,762323.27
614,202309,762546.8
718,202303,762799.7
238,202305,762952.94
463,202407,762976.51
41,202310,763015.72
76,202402,763087.51
42,202402,763143.57
289,202404,763166.2
469,202302,763218.81
111,202405,763228.61
433,202311,763343.66
754,202402,763450.37
244,202411,763478.1
28,202301,763483.62
659,202406,763555.3
487,202401,763647.6
142,202412,763712.61
322,202411,763748.36
621,202311,763869.94
655,202305,763954.71
746,202307,764063.34
787,202401,764094.26
731,202401,764132.71
737,202406,764164.33
37,202401,764186.43
396,202412,764304.06
288,202304,764337.19
299,202302,764423.84
695,202307,764471.57
576,202301,764547.33
592,202304,764626.12
32,202407,764804.1
746,202308,764809.98
746,202405,764829.4
692,202301,764834.71
495,202404,764935.05
573,202312,764946.24
652,202310,764991.08
479,202304,765165.67
499,202306,765187.27
571,202412,765614.82
514,202305,765641.12
265,202406,765804.29
329,202302,765850.13
711,202303,765852.99
463,202306,765923.64
163,202406,765985.29
472,202402,766009.2
71,202309,766174.9
377,202301,766244.02
659,202306,766294.29
52,202303,766385.78
675,202310,766391.54
277,202401,766396.28
659,202405,766492.0
511,202404,766519.46
484,202412,766551.57
582,202402,766566.3
358,202303,766621.97
26,202401,766624.18
306,202304,766646.27
376,202306,766669.19
188,202312,766727.07
641,202407,766830.46
382,202406,766863.67
652,202312,766904.37
723,202301,766904.44
471,202407,767143.36
163,202404,767158.02
411,202306,767280.72
39,202310,767353.86
27,202301,767535.94
646,202405,767552.1
256,202312,767651.81
397,202305,767716.34
592,202402,767729.92
328,202407,767774.89
823,202404,767821.51
238,202301,767826.08
661,202411,767886.98
631,202301,767946.28
189,202311,767950.45
242,202401,768042.49
288,202403,768049.39
368,202302,768162.14
754,202308,768182.41
511,202401,768198.3
706,202303,768275.48
42,202303,768283.79
283,202311,768325.35
238,202306,768403.16
195,202306,768482.4
565,202308,768496.64
489,202303,768504.69
592,202307,768513.13
26,202303,768564.38
796,202404,768650.44
758,202402,768688.11
474,202310,768860.31
576,202404,769279.71
129,202406,769297.33
495,202403,769486.93
592,202401,769646.3
712,202306,769673.47
195,202406,769682.25
256,202403,769685.03
62,202311,769700.66
791,202309,769771.58
26,202302,769781.52
641,202405,769794.07
388,202304,769907.8
381,202402,769994.15
306,202310,770004.85
614,202307,770035.18
579,202307,770040.82
498,202406,770045.06
474,202305,770207.78
37,202406,770236.83
29,202405,770240.06
286,202310,770468.97
451,202404,770497.16
408,202412,770498.43
536,202301,770595.47
729,202406,770613.44
758,202312,770620.08
407,202312,770671.76
529,202307,770707.03
509,202303,770760.09
322,202305,770843.38
93,202304,770845.97
265,202407,771003.8
442,202312,771177.32
399,202402,771260.1
744,202308,771316.65
74,202306,771329.86
203,202411,771382.65
62,202304,771449.37
201,202301,771466.87
409,202305,771547.4
453,202312,771828.19
358,202406,771842.67
526,202304,771884.04
137,202303,771902.52
616,202307,771963.81
74,202309,771988.08
788,202406,772038.35
329,202403,772100.8
544,202407,772112.41
621,202305,772249.32
52,202308,772294.67
89,202306,772345.4
787,202403,772413.63
795,202403,772428.47
679,202406,772433.75
632,202304,772459.76
368,202301,772634.85
775,202406,772731.26
154,202303,772828.48
552,202404,772902.68
695,202401,772974.18
519,202301,773000.2
447,202310,773005.64
498,202307,773035.81
57,202311,773072.13
707,202301,773078.39
531,202310,773120.6
86,202412,773163.28
462,202404,773252.48
692,202302,773288.17
791,202307,773313.49
594,202305,773477.61
277,202402,773493.87
695,202411,773543.52
377,202302,773829.1
363,202303,773932.11
322,202303,773932.21
652,202404,774082.45
452,202304,774090.21
441,202402,774175.29
288,202404,774214.89
682,202301,774231.42
108,202305,774344.75
264,202312,774413.11
476,202303,774709.24
573,202401,774830.86
568,202301,774865.93
572,202403,774916.92
674,202302,774974.2
127,202304,775023.42
386,202305,775050.97
24,202309,775054.53
537,202406,775057.1
649,202307,775069.1
492,202311,775095.3
126,202310,775114.25
76,202301,775145.42
631,202311,775262.38
198,202310,775263.6
465,202411,775296.27
756,202311,775398.5
492,202305,775403.24
417,202303,775506.07
574,202309,775807.17
691,202311,775963.59
789,202307,775986.54
212,202412,775998.98
386,202308,776057.29
705,202301,776225.52
474,202407,776244.66
333,202412,776340.98
766,202302,776409.67
517,202304,776444.62
143,202302,776498.49
346,202412,776796.63
382,202407,776806.39
754,202305,776817.59
238,202311,776945.37
791,202411,776949.93
128,202401,777458.65
304,202303,777486.85
198,202303,777504.3
454,202301,777520.33
288,202402,777597.85
129,202304,777644.69
779,202302,777688.77
603,202302,777736.16
74,202310,777781.5
615,202405,777977.12
47,202301,777991.09
638,202302,778016.03
821,202404,778046.24
715,202401,778089.07
229,202301,778161.49
195,202308,778178.26
789,202309,778200.85
488,202403,778263.32
402,202406,778317.09
655,202402,778393.15
29,202308,778436.79
405,202304,778451.99
405,202303,778590.81
264,202404,778693.74
691,202301,778803.54
457,202403,778812.31
23,202311,778850.89
446,202303,778973.34
29,202402,779035.32
198,202312,779078.49
202,202301,779133.56
198,202401,779221.88
424,202402,779225.31
234,202412,779238.89
616,202308,779248.4
128,202302,779276.48
701,202403,779348.56
454,202404,779405.14
705,202401,779424.68
659,202308,779438.75
776,202303,779463.61
189,202406,779480.15
689,202302,779504.9
179,202412,779526.78
681,202304,779531.91
748,202411,779549.97
485,202307,779582.06
823,202309,779648.57
517,202305,779722.16
381,202411,779731.19
527,202303,779735.68
664,202402,779749.09
131,202311,779767.34
638,202306,779770.78
679,202309,779913.4
259,202307,779914.75
85,202306,779929.54
195,202407,779985.46
691,202402,780113.18
242,202402,780149.35
264,202403,780202.4
787,202308,780204.41
67,202404,780303.26
452,202310,780471.95
362,202302,780534.87
576,202306,780578.32
213,202312,780719.39
129,202301,780812.34
322,202304,780830.29
111,202306,780850.89
736,202311,780869.35
527,202304,780992.25
605,202301,780995.73
791,202312,781079.53
399,202406,781159.16
699,202306,781178.66
131,202401,781220.29
636,202302,781522.07
81,202301,781614.59
537,202306,781618.43
222,202310,781667.15
753,202401,781742.25
627,202406,781778.72
574,202407,781814.48
44,202402,781817.24
463,202406,781870.19
474,202312,781905.17
729,202309,781956.02
103,202302,782014.72
424,202311,782224.95
792,202401,782232.99
121,202308,782377.02
679,202312,782385.88
632,202411,782394.76
715,202305,782446.78
626,202310,782448.18
472,202401,782619.75
76,202308,782714.21
572,202306,782719.07
306,202402,782781.32
426,202304,782833.48
652,202305,782884.31
621,202403,782952.9
533,202411,782964.43
715,202312,783102.0
587,202304,783103.84
707,202303,783195.24
761,202411,783251.74
626,202303,783297.88
405,202411,783509.87
453,202402,783549.64
433,202411,783553.72
344,202411,783584.16
47,202411,783616.85
309,202412,783826.76
46,202303,783867.88
35,202305,783911.02
754,202311,783985.22
784,202405,784043.0
27,202401,784079.16
666,202302,784191.23
46,202402,784217.72
76,202310,784292.62
298,202302,784303.7
593,202301,784343.85
267,202311,784420.28
795,202402,784486.61
47,202402,784600.57
188,202404,784706.02
121,202310,784757.32
619,202407,784772.96
605,202302,784799.18
572,202401,784924.35
177,202310,785149.32
705,202402,785199.0
472,202312,785275.18
189,202304,785347.6
499,202304,785381.6
576,202303,785630.64
52,202411,785718.79
177,202407,785763.02
664,202311,785832.18
261,202412,785985.79
627,202407,785991.07
289,202407,786130.13
27,202310,786335.16
731,202310,786389.07
283,202308,786468.41
202,202302,786506.05
289,202308,786527.07
661,202305,786561.32
417,202311,786577.25
659,202307,786630.7
664,202303,786636.66
605,202312,786702.97
636,202407,786705.54
638,202311,786779.63
386,202401,786846.47
574,202406,786969.91
701,202308,786997.04
203,202311,787090.94
225,202305,787094.71
391,202406,787175.93
361,202407,787214.19
558,202309,787263.63
545,202402,787292.27
275,202403,787495.57
298,202312,787502.8
565,202301,787596.54
451,202310,787739.87
253,202304,787744.89
41,202411,787770.82
702,202303,787877.28
259,202302,787944.08
645,202301,788381.01
699,202307,788464.32
242,202311,788468.32
718,202304,788519.93
189,202401,788648.78
47,202310,788672.35
614,202308,788776.82
306,202403,788843.1
85,202307,788847.38
472,202303,788882.81
489,202309,789050.57
758,202401,789171.89
791,202306,789271.22
746,202407,789319.32
463,202309,789438.84
62,202306,789617.59
628,202305,789728.39
138,202310,789798.83
35,202404,789970.63
374,202412,790079.82
446,202305,790140.8
89,202312,790143.73
569,202310,790283.15
791,202403,790319.74
481,202312,790435.36
599,202303,790458.99
129,202310,790528.18
621,202310,790767.09
246,202306,790818.84
393,202301,790828.79
71,202307,790854.5
717,202404,790973.07
322,202308,791015.9
626,202401,791050.24
517,202312,791070.93
328,202310,791168.87
626,202304,791242.62
225,202403,791291.33
106,202412,791363.21
499,202406,791423.82
451,202406,791476.03
468,202301,791492.21
304,202306,791614.38
789,202311,791621.29
723,202311,791719.37
451,202303,791759.17
286,202311,791762.94
137,202301,791834.12
771,202411,791952.7
706,202312,792091.37
731,202312,792223.86
601,202306,792256.7
576,202401,792278.9
775,202407,792499.67
546,202302,792612.74
46,202305,792716.79
589,202302,793114.14
729,202407,793167.61
745,202403,793210.67
297,202308,793332.25
162,202412,793367.73
712,202305,793389.98
67,202306,793394.57
306,202312,793444.74
41,202301,793458.71
65,202412,793485.38
499,202407,793522.53
189,202303,793670.23
601,202403,793765.32
474,202403,793884.68
41,202402,793885.44
753,202303,794067.11
57,202401,794095.91
505,202411,794100.66
409,202403,794205.31
286,202312,794276.99
631,202310,794286.6
62,202406,794471.41
366,202304,794475.57
593,202307,794611.23
621,202404,794648.32
255,202412,794731.19
297,202307,794819.83
489,202404,794824.95
235,202406,794892.63
593,202402,794900.19
248,202402,794906.7
433,202304,794934.12
506,202311,794973.68
794,202405,795106.04
675,202306,795191.54
636,202301,795224.2
447,202407,795262.33
542,202303,795305.93
121,202303,795314.16
492,202312,795347.15
744,202309,795451.42
718,202310,795475.77
741,202302,795541.81
313,202411,795617.7
274,202401,795732.17
795,202305,795742.87
632,202306,795769.75
506,202310,795933.48
433,202310,795940.8
163,202304,795959.89
545,202311,795962.47
628,202303,796003.67
467,202412,796050.03
471,202402,796223.75
442,202302,796458.99
304,202411,796479.18
391,202402,796566.37
823,202401,796567.06
572,202308,796593.01
615,202308,796776.39
298,202403,796873.13
131,202304,796889.39
213,202401,796982.72
41,202302,797056.83
827,202412,797156.19
407,202305,797240.46
745,202406,797255.48
199,202411,797265.56
26,202411,797384.27
242,202305,797418.73
487,202411,797454.92
529,202405,797546.16
297,202401,797656.71
621,202306,797685.57
454,202407,797724.35
128,202411,797752.39
222,202404,797809.67
576,202304,797840.7
753,202404,797871.44
256,202307,797895.88
701,202307,797901.61
289,202312,797911.98
871,202406,798029.61
628,202411,798044.21
297,202407,798060.5
289,202306,798074.25
167,202412,798107.96
177,202404,798185.16
664,202401,798438.82
29,202303,798447.68
653,202405,798462.64
593,202401,798465.67
593,202411,798549.99
24,202405,798602.88
488,202308,798686.35
762,202301,798724.74
621,202407,798865.41
256,202404,798973.95
711,202405,799111.02
429,202412,799213.94
39,202303,799216.63
711,202309,799260.89
472,202301,799331.8
462,202308,799364.24
289,202307,799529.65
759,202402,799606.93
188,202411,799696.73
199,202309,799921.33
731,202403,799936.46
568,202302,799941.36
246,202411,800172.26
424,202411,800212.79
603,202301,800274.4
81,202302,800357.38
359,202303,800413.57
706,202402,800463.25
199,202305,800524.59
35,202406,800551.41
533,202309,800575.99
701,202306,800581.2
344,202311,800590.66
163,202407,800610.32
702,202304,800641.97
78,202305,800752.06
756,202411,800763.31
465,202303,800777.92
786,202403,800790.57
576,202411,800948.94
725,202304,800987.06
785,202302,801326.48
138,202401,801589.43
433,202312,801597.04
725,202303,801689.05
253,202411,801893.8
164,202301,801930.78
756,202312,802149.18
517,202401,802149.23
753,202403,802170.03
97,202302,802284.56
471,202311,802317.3
199,202406,802318.66
627,202304,802400.71
366,202303,802659.71
482,202407,802713.45
705,202404,802739.49
222,202304,802825.05
129,202311,802895.75
23,202301,802937.37
253,202306,802982.5
306,202303,802992.94
246,202307,803009.91
723,202303,803040.21
358,202407,803090.94
97,202311,803134.36
514,202310,803186.43
69,202301,803192.61
23,202312,803207.38
599,202304,803252.78
765,202412,803395.0
759,202304,803426.2
26,202304,803488.58
666,202301,803703.21
42,202304,803793.69
264,202304,803976.36
424,202303,803991.76
592,202305,804134.44
417,202402,804174.17
256,202406,804224.72
235,202304,804286.76
411,202411,804399.77
78,202304,804407.39
76,202411,804452.93
626,202402,804472.87
638,202310,804496.22
259,202308,804535.07
581,202309,804555.47
724,202404,804590.38
351,202304,804677.69
151,202304,804683.02
537,202308,804746.36
189,202403,804784.23
729,202307,804873.25
804,202404,804916.4
127,202303,805227.26
229,202302,805303.88
253,202310,805388.99
759,202309,805418.56
787,202411,805439.87
789,202404,805440.86
193,202403,805465.84
791,202404,805497.56
756,202301,805521.12
381,202303,805627.68
578,202301,805629.61
681,202305,805632.39
715,202403,805881.42
799,202304,805959.42
836,202404,805984.5
499,202404,805989.21
536,202411,806074.51
511,202407,806152.4
121,202402,806313.52
67,202307,806370.8
138,202308,806404.66
823,202407,806449.16
23,202302,806491.54
111,202308,806591.66
177,202308,806601.73
39,202405,806649.04
498,202407,806651.89
699,202308,806781.59
89,202308,806794.56
73,202305,807009.74
111,202309,807033.31
442,202411,807248.83
758,202303,807279.08
115,202301,807342.81
596,202406,807433.97
74,202305,807486.27
643,202311,807539.71
731,202305,807604.5
74,202411,807628.92
386,202403,807651.63
199,202401,807685.82
364,202412,807740.36
274,202301,807744.99
771,202303,807750.24
664,202304,807880.7
277,202303,807894.5
322,202312,807894.79
565,202303,807923.13
34,202302,807954.26
45,202407,808034.63
645,202411,808170.58
256,202308,808231.97
195,202309,808246.33
658,202405,808272.13
376,202307,808451.01
715,202310,808489.1
74,202403,808492.67
43,202308,808635.81
659,202309,808638.92
536,202311,808726.27
388,202404,808841.43
454,202406,808889.06
511,202406,809028.89
527,202305,809211.49
415,202311,809217.0
76,202407,809224.82
769,202411,809458.88
451,202308,809590.11
151,202402,809664.19
289,202406,809693.76
222,202407,809730.15
417,202304,809747.94
546,202301,809819.53
253,202312,809919.04
714,202302,810258.1
532,202405,810350.44
73,202406,810371.95
256,202401,810479.53
411,202403,810493.51
44,202307,810554.65
458,202401,810557.04
121,202411,810610.81
76,202306,810712.6
577,202304,810727.83
638,202401,810761.75
349,202412,810788.17
536,202402,810821.62
768,202403,811081.53
568,202402,811101.23
727,202401,811347.63
264,202310,811448.86
47,202401,811647.06
397,202405,811660.23
411,202311,811683.2
409,202312,811721.97
469,202301,811824.32
121,202306,811843.28
245,202302,811894.63
652,202306,812061.16
566,202405,812142.98
46,202411,812194.08
578,202302,812294.26
411,202404,812308.39
45,202403,812413.81
558,202307,812449.81
758,202310,812583.71
616,202312,812635.12
472,202403,812698.8
306,202406,812761.54
488,202406,813061.19
572,202404,813076.09
189,202310,813197.05
631,202401,813282.38
681,202311,813300.72
649,202406,813370.14
753,202307,813419.42
528,202411,813470.0
381,202406,813579.33
128,202404,813606.99
661,202308,813722.4
748,202302,813852.34
723,202304,813865.23
73,202304,813987.03
197,202302,814004.04
632,202406,814164.15
135,202412,814467.45
653,202309,814486.81
381,202404,814498.44
434,202309,814590.43
386,202306,814605.13
288,202311,814676.79
108,202302,814714.65
714,202402,814730.15
347,202401,814808.23
776,202311,815016.38
796,202312,815024.37
411,202401,815075.44
689,202301,815307.33
329,202402,815460.71
275,202404,815608.0
764,202301,815681.92
795,202309,815732.94
344,202402,815743.43
561,202310,815785.59
631,202402,815851.32
203,202304,815910.9
631,202304,815951.19
641,202305,815975.29
749,202404,815998.25
613,202302,816000.57
776,202402,816176.31
528,202310,816345.41
41,202401,816360.42
655,202304,816469.13
128,202310,816702.83
137,202307,816726.35
248,202312,816743.88
201,202304,816767.62
246,202311,816806.04
777,202310,816815.78
498,202309,816822.75
576,202305,816937.36
29,202304,817007.81
783,202402,817020.21
714,202310,817046.79
386,202404,817072.49
488,202307,817245.44
409,202401,817403.31
252,202304,817450.38
517,202404,817723.02
821,202309,817791.8
426,202403,817878.19
332,202402,817893.07
222,202303,817942.44
652,202411,818068.52
159,202412,818110.4
781,202406,818147.81
78,202310,818209.66
706,202401,818242.36
737,202405,818270.28
766,202301,818341.81
46,202401,818348.63
844,202406,818447.92
726,202404,818474.28
62,202402,818507.01
23,202401,818544.77
517,202403,818583.26
531,202305,818584.87
351,202411,818616.08
667,202301,818642.1
838,202406,818645.2
838,202411,818649.35
379,202404,818832.63
748,202310,818901.88
733,202303,819104.29
411,202310,819152.57
405,202404,819174.15
393,202302,819231.43
306,202404,819385.94
26,202305,819423.71
399,202311,819519.68
509,202305,819596.23
618,202404,819655.88
485,202302,819663.86
723,202402,819664.66
836,202309,819768.19
406,202411,819769.19
23,202402,819796.43
747,202312,819819.6
456,202301,819870.93
506,202411,820058.57
732,202405,820184.96
201,202303,820198.06
93,202405,820315.8
89,202307,820321.77
531,202411,820380.11
533,202312,820610.32
544,202309,820643.77
622,202312,820663.94
379,202403,820684.1
248,202403,820703.17
197,202411,820866.47
633,202411,820945.34
424,202304,820965.88
492,202304,820984.34
433,202303,820987.3
572,202407,820989.83
495,202407,821096.74
495,202307,821329.59
679,202407,821379.06
474,202306,821407.22
358,202304,821458.79
248,202304,821499.46
489,202405,821546.22
458,202311,821603.95
151,202310,821965.32
492,202402,822136.59
768,202405,822147.71
714,202301,822203.84
121,202305,822210.58
514,202306,822323.84
615,202307,822388.82
568,202311,822606.29
465,202304,822641.19
753,202304,822656.65
779,202301,822726.57
211,202403,822851.02
254,202302,822909.26
454,202304,822926.7
267,202402,822958.14
471,202403,823017.89
407,202308,823151.03
109,202309,823210.93
426,202402,823237.73
545,202304,823435.5
288,202305,823480.55
43,202401,823600.38
85,202309,823717.49
62,202309,823756.97
718,202305,823815.76
316,202412,823834.76
186,202412,823868.95
411,202307,823908.96
538,202302,824065.68
39,202407,824067.06
831,202405,824074.03
471,202310,824154.29
286,202305,824302.37
577,202401,824309.72
452,202312,824324.94
381,202403,824344.94
787,202407,824536.08
424,202310,824565.96
441,202302,824627.21
749,202406,824650.13
748,202312,824651.65
46,202311,824729.88
526,202401,824753.11
758,202304,824765.45
631,202305,824970.82
154,202305,825001.1
783,202310,825158.19
577,202303,825175.83
529,202309,825261.49
652,202307,825390.25
487,202303,825554.74
777,202302,825669.01
791,202401,825764.82
87,202412,825774.6
577,202311,825911.51
727,202301,825969.65
28,202402,826091.89
844,202407,826100.03
729,202306,826198.5
379,202301,826205.4
76,202312,826303.12
277,202411,826355.35
495,202312,826446.13
29,202404,826450.39
57,202310,826454.06
138,202309,826529.12
318,202407,826569.29
27,202411,826631.96
503,202312,826731.25
67,202407,826794.87
706,202404,826804.66
67,202406,826842.57
426,202311,826988.61
576,202406,827071.46
44,202411,827133.5
537,202405,827152.62
151,202303,827154.62
622,202405,827246.53
73,202407,827270.95
456,202311,827327.12
616,202406,827473.31
762,202407,827782.15
97,202402,827809.12
589,202301,827858.27
453,202303,827987.52
599,202311,827988.92
601,202312,828021.32
248,202311,828051.34
655,202310,828067.47
386,202307,828092.09
203,202401,828125.19
128,202312,828246.31
388,202406,828335.77
241,202301,828339.21
727,202402,828355.17
131,202303,828357.49
531,202312,828397.35
511,202306,828417.27
771,202312,828470.63
22,202304,828502.78
306,202401,828638.25
714,202311,828681.54
463,202307,828761.09
631,202308,828848.26
533,202406,828950.02
465,202311,829323.67
761,202404,829375.27
603,202401,829404.58
695,202407,829494.12
329,202404,829728.16
678,202303,829766.57
593,202305,829790.18
203,202303,829859.46
458,202303,829891.14
69,202302,829915.46
74,202404,829991.19
189,202407,830166.69
577,202305,830272.67
451,202306,830304.02
599,202312,830345.44
417,202312,830383.24
28,202311,830396.65
34,202301,830522.27
442,202307,830571.61
506,202403,830660.83
452,202403,830687.57
381,202312,830715.62
407,202303,830749.2
193,202305,830912.59
744,202405,830973.9
756,202303,831013.95
203,202404,831113.58
235,202306,831117.74
68,202302,831188.8
643,202402,831188.82
225,202404,831199.4
695,202406,831280.9
616,202401,831285.08
108,202301,831300.33
441,202301,831431.05
594,202306,831462.0
263,202302,831508.9
163,202305,831540.52
786,202411,831634.92
386,202407,831657.99
128,202301,831662.92
78,202312,831873.33
632,202407,831883.01
528,202401,831910.74
717,202411,831993.15
238,202310,832013.74
118,202402,832109.08
43,202304,832129.17
528,202312,832167.85
108,202310,832208.34
652,202308,832333.91
476,202402,832343.39
59,202311,832373.19
452,202411,832431.61
433,202404,832436.19
71,202405,832598.47
235,202310,832674.16
506,202404,832882.28
545,202404,832921.88
791,202407,832939.41
587,202402,833066.39
528,202306,833073.77
733,202402,833252.97
286,202303,833486.62
764,202302,833530.98
495,202308,833551.61
322,202403,833663.74
47,202303,833775.4
487,202402,833925.6
582,202311,834169.61
499,202307,834370.83
621,202312,834462.31
675,202404,834482.5
133,202301,834531.16
733,202311,834659.84
574,202405,834720.53
279,202301,834729.09
502,202304,835016.22
321,202411,835057.29
244,202402,835092.52
702,202305,835138.28
45,202404,835211.04
492,202310,835263.15
85,202405,835415.47
703,202301,835540.33
438,202303,835587.73
594,202303,835745.2
407,202402,835773.25
299,202404,835812.28
579,202308,836033.58
625,202301,836047.32
804,202407,836122.89
652,202406,836153.92
681,202402,836183.61
488,202306,836208.57
391,202403,836219.86
498,202401,836259.16
127,202311,836517.18
457,202406,836522.98
477,202402,836526.12
351,202402,836545.8
78,202303,836560.0
253,202401,836650.82
705,202309,836678.33
78,202403,836843.13
44,202308,836983.88
596,202411,836999.03
605,202411,837009.62
519,202402,837130.62
426,202411,837168.44
386,202402,837202.25
616,202306,837394.99
545,202303,837681.41
725,202311,837696.34
111,202307,837739.02
406,202403,837826.33
511,202403,837859.17
489,202308,837908.55
502,202303,837925.87
471,202303,837955.34
603,202312,838092.83
358,202405,838223.84
622,202311,838261.08
795,202310,838318.12
131,202402,838352.41
358,202305,838401.57
723,202305,838416.27
618,202406,838433.21
471,202306,838496.02
151,202401,838548.34
286,202402,838635.03
42,202310,838637.04
468,202302,838679.99
526,202403,838701.29
626,202305,838716.62
254,202402,838723.96
536,202303,838772.92
834,202411,838838.1
685,202306,838845.35
758,202305,838867.24
452,202305,838960.91
706,202403,838978.46
388,202305,839002.14
469,202311,839009.12
458,202306,839028.36
442,202401,839097.08
322,202401,839164.49
507,202412,839183.79
492,202411,839361.15
545,202310,839473.24
771,202402,839569.3
596,202407,839582.94
244,202309,839653.81
495,202406,839668.27
487,202310,839782.83
44,202312,839822.04
27,202312,839837.71
28,202303,839917.06
568,202401,839988.98
26,202310,840082.4
69,202311,840176.77
129,202303,840218.83
638,202301,840270.22
489,202304,840595.99
712,202405,840619.95
35,202303,840644.1
777,202301,840695.55
338,202301,840702.89
699,202411,840733.33
222,202305,840773.29
76,202406,840905.89
73,202403,840977.35
766,202311,841256.5
207,202412,841330.62
245,202403,841392.55
465,202402,841505.32
456,202302,841530.49
394,202402,841573.13
248,202303,841601.15
561,202303,841612.58
705,202312,841790.09
388,202403,841814.58
667,202303,841822.68
731,202309,841853.1
203,202312,841885.09
208,202301,841989.56
453,202411,842077.52
294,202402,842124.97
26,202406,842229.94
511,202308,842235.24
479,202311,842242.21
526,202312,842294.91
697,202311,842296.24
489,202307,842479.62
177,202406,842593.04
572,202307,842689.13
42,202407,842789.27
596,202309,842856.42
778,202311,842862.55
74,202406,842872.44
626,202312,842902.82
43,202307,843001.56
714,202312,843061.94
422,202301,843066.91
621,202308,843087.19
399,202407,843330.8
238,202303,843357.24
286,202401,843435.0
377,202311,843549.21
246,202403,843561.07
38,202310,843584.52
728,202302,843626.55
454,202403,843630.6
178,202301,843783.41
154,202406,843866.83
274,202302,843870.38
151,202311,843966.92
417,202310,844017.33
298,202311,844050.12
594,202307,844110.03
649,202309,844371.73
561,202301,844435.24
601,202404,844456.12
23,202304,844505.26
305,202302,844525.41
576,202309,844544.46
442,202407,844685.88
351,202303,844790.44
761,202306,844791.57
