TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET,AVG_VENTA_TOTAL,num_locales_cercanos,reportes_cercanos,num_escuelas,Meta_venta,PERFORMANCE_CATEGORY,PERFORMANCE_LABEL
582,1,C,Hogar,120.33,11.0,9.8,25.69596,-100.18514,Hogar Reunión,UT_DENSIDAD,TRAIN,1029572.888,0,0,0,490000,2,Excellent
583,1,C,Hogar,113.5,13.0,8.6,25.66215,-100.22198,Hogar Reunión,UT_DENSIDAD,TRAIN,970700.3226315788,0,0,0,490000,1,Meeting_Expectations
329,1,C,Receso,71.0,13.0,5.0,25.70334,-100.239,Oficinistas,UT_GAS_URBANA,TRAIN,905524.047,0,0,0,516000,1,Meeting_Expectations
575,1,C,Hogar,99.73,13.0,4.0,25.6737,-100.27038,Hogar Reunión,UT_DENSIDAD,TRAIN,1140141.2504999998,0,8,2,490000,2,Excellent
326,1,B,Hogar,118.0,12.0,4.0,25.7292,-100.17807,Hogar Reunión,UT_DENSIDAD,TRAIN,1252783.7642105264,0,0,0,490000,3,Outstanding
328,1,C,Receso,116.0,10.0,6.0,25.69583,-100.23188,Oficinistas,UT_GAS_URBANA,TRAIN,739694.3965,0,0,0,516000,0,Below_Expectations
327,1,C,Hogar,98.0,10.0,9.0,25.67151,-100.25856,Hogar Reunión,UT_DENSIDAD,TRAIN,1374624.992,0,0,0,490000,3,Outstanding
236,3,B,Hogar,130.0,12.0,8.8,25.60325,-100.25761,Hogar Reunión,UT_DENSIDAD,TRAIN,1387352.5074999998,0,8,1,490000,3,Outstanding
345,3,A,Hogar,97.5,10.0,7.0,25.64527,-100.37938,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,2028547.5164705885,0,0,0,490000,3,Outstanding
204,3,AB,Base,122.4,12.0,9.8,25.65211,-100.37786,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,2446442.367894737,0,1,0,480000,3,Outstanding
214,3,BC,Receso,127.36,11.0,9.6,25.66708,-100.2804,Oficinistas,UT_GAS_URBANA,TRAIN,1271247.505,0,49,4,516000,2,Excellent
846,3,B,Hogar,85.22,10.0,8.4,25.65985,-100.34713,Oficinistas,UT_DENSIDAD,TRAIN,500362.07125,0,6,0,490000,0,Below_Expectations
841,3,B,Hogar,108.24119327731093,12.171469740634006,8.209523809523809,25.58732,-100.27536,Hogar Reunión,UT_DENSIDAD,TRAIN,1090309.144,0,0,1,490000,2,Excellent
221,3,AB,Receso,168.4,12.0,6.6,25.65854,-100.35639,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,2012291.1575,0,0,0,516000,3,Outstanding
222,3,AB,Receso,112.0,9.0,11.0,25.6544,-100.29456,Oficinistas,UT_DENSIDAD,TRAIN,781781.7065000001,0,67,4,516000,1,Meeting_Expectations
827,3,B,Base,108.24119327731093,12.171469740634006,8.209523809523809,25.52392,-100.20669,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1415489.7057142856,0,6,3,480000,3,Outstanding
234,3,A,Receso,111.14,12.0,6.6,25.65389,-100.34217,Parada Técnica,UT_DENSIDAD,TRAIN,1686336.596,0,0,0,516000,3,Outstanding
246,3,B,Base,100.57,14.0,8.0,25.64233,-100.27841,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,809901.53,0,20,11,480000,1,Meeting_Expectations
167,3,BC,Hogar,90.642,8.0,7.4,25.64782,-100.27427,Clásico,UT_GAS_URBANA,TRAIN,1578510.387368421,0,18,10,490000,3,Outstanding
237,3,B,Hogar,127.64,12.0,8.4,25.64791,-100.29759,Clásico,UT_DENSIDAD,TRAIN,1377403.591,0,130,6,490000,3,Outstanding
804,3,B,Hogar,108.24119327731093,12.171469740634006,8.209523809523809,25.54712,-100.23021,Hogar Reunión,UT_DENSIDAD,TRAIN,716564.900625,0,4,3,490000,0,Below_Expectations
243,3,AB,Receso,149.7,11.0,7.8,25.63751,-100.31216,Parada Técnica,UT_GAS_URBANA,TRAIN,1676451.5414999998,0,254,5,516000,3,Outstanding
242,3,BC,Receso,90.642,8.0,7.4,25.65538,-100.29421,Oficinistas,UT_GAS_URBANA,TRAIN,860781.8278947369,0,69,6,516000,1,Meeting_Expectations
241,3,BC,Receso,97.31,10.0,7.8,25.67252,-100.35968,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1034611.3195,0,13,5,516000,2,Excellent
178,3,AB,Base,103.6,11.0,7.0,25.66035,-100.38279,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1014532.9263157896,0,1,0,480000,2,Excellent
207,3,AB,Base,93.6,10.0,7.6,25.65248,-100.36226,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1827960.9695,0,0,0,480000,3,Outstanding
169,3,AB,Base,119.3,10.0,9.4,25.65122,-100.33959,Oficinistas,UT_DENSIDAD,TRAIN,1211233.6235,0,0,0,480000,3,Outstanding
171,3,AB,Hogar,110.1,10.0,8.6,25.66523,-100.34199,Clásico,UT_TRAFICO_PEATONAL,TRAIN,1131795.2388888889,0,44,4,490000,2,Excellent
173,3,AB,Hogar,99.0,8.0,8.6,25.6217,-100.29776,Hogar Reunión,UT_DENSIDAD,TRAIN,1185702.0545,0,38,7,490000,2,Excellent
174,3,AB,Hogar,107.988,12.0,8.0,25.62244,-100.28191,Hogar Reunión,UT_DENSIDAD,TRAIN,1943777.607,0,132,10,490000,3,Outstanding
175,3,BC,Base,136.0,12.0,7.8,25.64811,-100.32974,Parada Técnica,UT_GAS_URBANA,TRAIN,2788708.1705,0,12,0,480000,3,Outstanding
176,3,AB,Hogar,102.604,10.0,7.6,25.63944,-100.27006,Clásico,UT_TRAFICO_PEATONAL,TRAIN,1368944.8447368422,0,6,2,490000,3,Outstanding
177,3,BC,Base,107.988,12.0,8.0,25.64667,-100.29488,Clásico,UT_DENSIDAD,TRAIN,717991.4205,0,83,3,480000,0,Below_Expectations
507,3,C,Hogar,107.8,13.0,9.0,25.65665,-100.26909,Hogar Reunión,UT_DENSIDAD,TRAIN,1862034.112,0,11,0,490000,3,Outstanding
179,3,AB,Hogar,102.512,11.0,8.2,25.60124,-100.26406,Clásico,UT_DENSIDAD,TRAIN,1604643.1475,0,20,4,490000,3,Outstanding
181,3,AB,Hogar,105.65,12.0,10.0,25.6296,-100.27825,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,2107451.507647059,0,159,8,490000,3,Outstanding
184,3,AB,Hogar,102.512,11.0,8.2,25.62076,-100.28546,Clásico,UT_DENSIDAD,TRAIN,1461771.957894737,0,99,10,490000,3,Outstanding
185,3,AB,Receso,106.96,12.0,6.0,25.66474,-100.38099,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,1121790.0189473685,0,4,0,516000,2,Excellent
349,3,AB,Base,102.604,10.0,7.6,25.65609,-100.33998,Parada Técnica,UT_DENSIDAD,TRAIN,1735933.3784210526,0,20,0,480000,3,Outstanding
504,3,B,Hogar,116.556,13.0,8.2,25.62039,-100.28323,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,1387334.7345,0,79,13,490000,3,Outstanding
196,3,BC,Receso,107.988,12.0,8.0,25.56563,-100.23929,Parada Técnica,UT_CARRETERA_GAS,TRAIN,2296506.80904762,0,4,6,516000,3,Outstanding
284,3,C,Receso,124.6,18.0,10.8,25.53601,-100.21905,Parada Técnica,UT_CARRETERA_GAS,TRAIN,2574755.2747619045,0,9,2,516000,3,Outstanding
725,3,C,Hogar,108.24119327731093,12.171469740634006,8.209523809523809,25.66995,-100.27144,Hogar Reunión,UT_DENSIDAD,TRAIN,904029.7442105263,0,16,2,490000,1,Meeting_Expectations
316,3,B,Base,98.0,9.0,8.0,25.65519,-100.35268,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1819058.9375,0,0,0,480000,3,Outstanding
271,3,BC,Hogar,117.2,13.0,8.6,25.63876,-100.38256,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,1527121.502631579,0,0,0,490000,3,Outstanding
311,3,C,Receso,101.0,10.0,9.6,25.59757,-100.26299,Parada Técnica,UT_CARRETERA_GAS,TRAIN,1324389.462,0,12,7,516000,3,Outstanding
604,3,C,Hogar,116.556,13.0,8.2,25.62711,-100.28613,Hogar Reunión,UT_DENSIDAD,TRAIN,1600012.9075000002,0,275,7,490000,3,Outstanding
274,3,C,Receso,105.3,14.0,7.2,25.56632,-100.23881,Parada Técnica,UT_GAS_URBANA,TRAIN,996862.8772222222,0,4,6,516000,1,Meeting_Expectations
276,3,BC,Receso,109.82,17.0,8.6,25.66113,-100.39875,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,1475375.9495,0,19,0,516000,3,Outstanding
309,3,B,Receso,77.0,14.0,6.6,25.65671,-100.36253,Parada Técnica,UT_DENSIDAD,TRAIN,1657243.06,0,0,0,516000,3,Outstanding
308,3,AB,Hogar,112.5,12.0,7.4,25.64252,-100.33347,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,2771472.7063157894,0,0,0,490000,3,Outstanding
584,3,C,Hogar,116.556,13.0,8.2,25.66242,-100.29553,Hogar Reunión,UT_DENSIDAD,TRAIN,1380686.274,0,79,5,490000,3,Outstanding
287,3,AB,Base,105.34,17.0,7.2,25.58131,-100.25847,Clásico,UT_DENSIDAD,TRAIN,2305271.923,0,14,4,480000,3,Outstanding
656,3,C,Base,108.24119327731093,12.171469740634006,8.209523809523809,25.66196,-100.31357,Parada Técnica,UT_GAS_URBANA,TRAIN,536782.8723809524,0,232,7,480000,0,Below_Expectations
629,3,C,Hogar,108.24119327731093,12.171469740634006,8.209523809523809,25.6821,-100.41138,Hogar Reunión,UT_DENSIDAD,TRAIN,2377404.405263158,0,0,0,490000,3,Outstanding
295,3,C,Receso,108.0,16.0,9.6,25.65979,-100.39622,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1692641.0284210525,0,18,0,516000,3,Outstanding
303,3,B,Base,88.0,12.0,7.6,25.65706,-100.38443,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1128555.5950000002,0,1,0,480000,2,Excellent
638,3,C,Receso,108.24119327731093,12.171469740634006,8.209523809523809,25.66655,-100.27964,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,893267.1845000001,0,46,4,516000,1,Meeting_Expectations
567,3,B,Base,116.556,13.0,8.2,25.64856,-100.3572,Parada Técnica,UT_TRAFICO_PEATONAL,TRAIN,1708367.867,0,0,0,480000,3,Outstanding
553,3,B,Base,116.556,13.0,8.2,25.62432,-100.29972,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1120945.5226315788,0,105,14,480000,2,Excellent
554,3,C,Receso,108.24119327731093,12.171469740634006,8.209523809523809,25.65033,-100.3553,Oficinistas,UT_DENSIDAD,TRAIN,1921538.315263158,0,0,0,516000,3,Outstanding
774,3,C,Receso,108.24119327731093,12.171469740634006,8.209523809523809,25.53083,-100.21282,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1198508.903,0,10,0,516000,2,Excellent
251,3,C,Receso,110.94,14.0,8.8,25.66742,-100.28471,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,1371231.6045,0,50,3,516000,3,Outstanding
252,3,B,Receso,120.8,15.0,10.0,25.6321,-100.27243,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1031030.1810526316,0,22,12,516000,1,Meeting_Expectations
338,3,C,Hogar,99.0,10.0,8.4,25.61578,-100.27783,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,999917.395,0,72,19,490000,2,Excellent
337,3,C,Hogar,106.0,10.0,9.0,25.66014,-100.28657,Hogar Reunión,UT_DENSIDAD,TRAIN,1425278.924736842,0,47,15,490000,3,Outstanding
336,3,C,Base,105.0,10.0,8.8,25.63963,-100.28821,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,1458130.834,0,155,12,480000,3,Outstanding
341,3,C,Base,81.0,10.0,5.8,25.66711,-100.29076,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1328828.3472222222,0,47,3,480000,3,Outstanding
258,3,CD,Hogar,101.0,12.0,8.2,25.58928,-100.25288,Hogar Reunión,UT_DENSIDAD,TRAIN,1893906.7585,0,121,5,490000,3,Outstanding
752,3,B,Base,169.49,12.0,6.6,25.6614,-100.40051,Barrio Competido,UT_TRAFICO_VEHICULAR,TRAIN,1090899.287,0,19,0,480000,2,Excellent
333,3,A,Hogar,124.0,10.0,9.4,25.57929,-100.2484,Clásico,UT_DENSIDAD,TRAIN,1765742.4445,0,32,6,490000,3,Outstanding
577,3,C,Base,116.556,13.0,8.2,25.5977,-100.25362,Hogar Reunión,UT_DENSIDAD,TRAIN,877928.5199999999,0,32,3,480000,1,Meeting_Expectations
261,3,C,Base,112.38,11.0,10.2,25.66352,-100.40939,Hogar Reunión,UT_DENSIDAD,TRAIN,1823802.6322222224,0,3,0,480000,3,Outstanding
262,3,BC,Receso,122.83,14.0,9.4,25.65916,-100.36804,Parada Técnica,UT_TRAFICO_PEATONAL,TRAIN,1250334.3866666667,0,0,0,516000,2,Excellent
331,3,BC,Receso,74.0,10.0,5.2,25.67091,-100.39667,Parada Técnica,UT_GAS_URBANA,TRAIN,1274758.303,0,4,0,516000,2,Excellent
452,3,C,Base,116.556,13.0,8.2,25.62589,-100.27324,Clásico,UT_GAS_URBANA,TRAIN,819543.2916666666,0,103,11,480000,1,Meeting_Expectations
429,3,C,Base,116.556,13.0,8.2,25.66419,-100.33111,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1357609.5285714287,0,164,15,480000,3,Outstanding
408,3,C,Hogar,108.84,15.0,11.0,25.60873,-100.26883,Hogar Reunión,UT_DENSIDAD,TRAIN,1642114.358,0,105,8,490000,3,Outstanding
132,3,BC,Hogar,107.67,11.0,10.0,25.64953,-100.384,Oficinistas,UT_DENSIDAD,TRAIN,2016326.723,0,1,0,490000,3,Outstanding
413,3,C,Base,92.17,11.0,5.0,25.62891,-100.29645,Parada Técnica,UT_GAS_URBANA,TRAIN,1339381.3005555556,0,280,16,480000,3,Outstanding
435,3,C,Hogar,87.28,13.0,7.8,25.65787,-100.40572,Hogar Reunión,UT_DENSIDAD,TRAIN,1592707.2784210525,0,17,0,490000,3,Outstanding
442,3,C,Hogar,116.556,13.0,8.2,25.65022,-100.2928,Parada Técnica,UT_TRAFICO_PEATONAL,TRAIN,889927.5335000001,0,54,10,490000,1,Meeting_Expectations
436,3,BC,Hogar,116.556,13.0,8.2,25.54982,-100.22381,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,2358415.2145,0,8,7,490000,3,Outstanding
122,3,AB,Base,107.988,12.0,8.0,25.60406,-100.2678,Hogar Reunión,UT_DENSIDAD,TRAIN,1160986.5275,0,43,5,480000,2,Excellent
121,3,BC,Hogar,81.61,10.0,7.0,25.64548,-100.29303,Clásico,UT_DENSIDAD,TRAIN,789430.9321052632,0,78,7,490000,1,Meeting_Expectations
414,3,C,Hogar,96.49,12.0,5.0,25.57829,-100.24148,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1260195.9435,0,103,5,490000,3,Outstanding
443,3,A,Hogar,116.556,13.0,8.2,25.65795,-100.43849,Hogar Reunión,UT_DENSIDAD,TRAIN,1349743.4470000002,0,0,0,490000,3,Outstanding
119,3,BC,Hogar,107.988,12.0,8.0,25.65988,-100.29136,Clásico,UT_DENSIDAD,TRAIN,1529141.282631579,0,69,5,490000,3,Outstanding
424,3,B,Hogar,110.5,12.0,4.0,25.6241,-100.29509,Hogar Reunión,UT_DENSIDAD,TRAIN,854991.9525,0,144,14,490000,1,Meeting_Expectations
375,3,C,Base,82.99,10.0,10.0,25.58959,-100.24934,Hogar Reunión,UT_GAS_URBANA,TRAIN,1223628.033,0,147,4,480000,3,Outstanding
118,3,C,Hogar,112.38,10.0,10.6,25.608,-100.27007,Clásico,UT_DENSIDAD,TRAIN,946595.995,0,83,9,490000,1,Meeting_Expectations
116,3,BC,Hogar,71.5,10.0,6.0,25.65226,-100.2795,Hogar Reunión,UT_DENSIDAD,TRAIN,1238120.914,0,32,5,490000,3,Outstanding
113,3,AB,Hogar,105.58,12.0,6.0,25.6422,-100.27802,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,1467155.035,0,20,11,490000,3,Outstanding
419,3,AB,Hogar,115.76,12.0,6.0,25.65289,-100.34605,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1230749.836470588,0,0,0,490000,3,Outstanding
165,3,C,Base,116.556,13.0,8.2,25.65304,-100.28399,Clásico,UT_GAS_URBANA,TRAIN,1343691.7731578948,0,43,0,480000,3,Outstanding
367,3,C,Receso,102.604,10.0,7.6,25.64841,-100.28547,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,1993145.205,0,34,9,516000,3,Outstanding
143,3,BC,Hogar,96.66,9.0,7.6,25.62531,-100.29113,Clásico,UT_DENSIDAD,TRAIN,962736.833,0,255,20,490000,1,Meeting_Expectations
161,3,BC,Base,75.6,9.0,6.0,25.66865,-100.40311,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1209029.975,0,2,0,480000,3,Outstanding
159,3,BC,Hogar,107.988,12.0,8.0,25.66725,-100.27725,Hogar Reunión,UT_DENSIDAD,TRAIN,1687970.5989473683,0,35,1,490000,3,Outstanding
158,3,AB,Hogar,107.988,12.0,8.0,25.64524,-100.27484,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,1080190.558,0,17,10,490000,2,Excellent
157,3,AB,Base,108.0,14.0,8.8,25.63502,-100.36374,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,2930598.7920000004,0,0,0,480000,3,Outstanding
162,3,CD,Base,126.0,10.0,10.8,25.6743,-100.40425,Oficinistas,UT_GAS_URBANA,TRAIN,1770167.5365,0,2,0,480000,3,Outstanding
154,3,BC,Base,81.97,11.0,5.0,25.67178,-100.28287,Oficinistas,UT_DENSIDAD,TRAIN,814545.6895,0,32,0,480000,1,Meeting_Expectations
151,3,AB,Hogar,107.988,12.0,8.0,25.62241,-100.28827,Hogar Reunión,UT_DENSIDAD,TRAIN,876121.008,0,159,9,490000,1,Meeting_Expectations
149,3,AB,Base,116.556,13.0,8.2,25.60031,-100.26577,Hogar Reunión,UT_DENSIDAD,TRAIN,1248264.92,0,21,5,480000,3,Outstanding
148,3,AB,Base,90.06,12.0,6.2,25.62791,-100.36239,Clásico,UT_DENSIDAD,TRAIN,1308893.309,0,0,0,480000,3,Outstanding
391,3,BC,Base,70.85,8.0,3.0,25.65676,-100.38827,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,989059.582631579,0,9,0,480000,2,Excellent
147,3,BC,Base,107.988,12.0,8.0,25.65384,-100.28962,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,1573698.3135,0,53,14,480000,3,Outstanding
146,3,A,Base,84.02,12.0,5.0,25.65478,-100.38306,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1293370.558125,0,1,0,480000,3,Outstanding
472,3,B,Receso,116.556,13.0,8.2,25.65847,-100.36536,Parada Técnica,UT_TRAFICO_PEATONAL,TRAIN,779550.171875,0,0,0,516000,1,Meeting_Expectations
471,3,B,Base,116.556,13.0,8.2,25.65677,-100.33659,Parada Técnica,UT_DENSIDAD,TRAIN,824846.6195,0,89,0,480000,1,Meeting_Expectations
139,3,AB,Hogar,129.6,10.0,8.8,25.63525,-100.37125,Clásico,UT_DENSIDAD,TRAIN,1167708.0775,0,0,0,490000,2,Excellent
138,3,AB,Receso,114.4,10.0,10.2,25.65744,-100.36574,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,783578.701904762,0,0,0,516000,1,Meeting_Expectations
396,3,AB,Receso,112.95,12.0,10.0,25.56043,-100.232,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,1667257.3095,0,8,1,516000,3,Outstanding
134,3,AB,Receso,115.2,10.0,9.2,25.66256,-100.36801,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1600802.1731578948,0,0,0,516000,3,Outstanding
445,3,C,Base,116.556,13.0,8.2,25.65845,-100.28419,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1517476.454761905,0,38,7,480000,3,Outstanding
133,3,C,Receso,114.67,12.0,8.4,25.66034,-100.28202,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,1103748.0544444444,0,46,11,516000,2,Excellent
444,3,D,Hogar,116.556,13.0,8.2,25.5866,-100.24493,Hogar Reunión,UT_DENSIDAD,TRAIN,1324028.434,0,197,8,490000,3,Outstanding
692,4,C,Hogar,108.24119327731093,12.171469740634006,8.209523809523809,25.64549,-100.15797,Hogar Reunión,UT_DENSIDAD,TRAIN,956406.8657142858,0,0,0,490000,1,Meeting_Expectations
697,4,C,Base,108.24119327731093,12.171469740634006,8.209523809523809,25.64114,-100.15849,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,912085.7085714284,0,0,0,480000,1,Meeting_Expectations
701,4,C,Base,97.88,13.0,9.6,25.66395,-100.15029,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,726814.49,0,0,0,480000,1,Meeting_Expectations
695,4,C,Hogar,108.24119327731093,12.171469740634006,8.209523809523809,25.64133,-100.06171,Hogar Reunión,UT_DENSIDAD,TRAIN,708145.4675,0,0,0,490000,0,Below_Expectations
693,4,C,Hogar,108.24119327731093,12.171469740634006,8.209523809523809,25.68688,-100.09822,Parada Técnica,UT_DENSIDAD,TRAIN,461407.1335,0,0,0,490000,0,Below_Expectations
52,4,C,Base,104.08,12.0,6.0,25.65314,-100.1115,Parada Técnica,UT_GAS_URBANA,TRAIN,765504.4195000001,0,0,0,480000,1,Meeting_Expectations
709,4,C,Base,108.24119327731093,12.171469740634006,8.209523809523809,25.64914,-100.16257,Parada Técnica,UT_GAS_URBANA,TRAIN,436400.94333333336,0,0,0,480000,0,Below_Expectations
56,4,D,Hogar,98.35,12.0,7.0,25.67128,-100.08602,Hogar Reunión,UT_DENSIDAD,TRAIN,519265.916,0,0,0,490000,0,Below_Expectations
711,4,C,Hogar,97.84,13.0,9.6,25.68007,-100.16831,Hogar Reunión,UT_DENSIDAD,TRAIN,673079.3655000001,0,0,0,490000,0,Below_Expectations
712,4,B,Base,108.24119327731093,12.171469740634006,8.209523809523809,25.63907,-100.14898,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,694565.4110000001,0,0,0,480000,0,Below_Expectations
267,4,C,Base,118.0,12.0,13.0,25.67022,-100.18105,Hogar Reunión,UT_DENSIDAD,TRAIN,957275.9745,0,0,0,480000,1,Meeting_Expectations
717,4,C,Hogar,110.99,14.0,8.8,25.637,-100.1251,Hogar Reunión,UT_DENSIDAD,TRAIN,604534.3972222223,0,0,0,490000,0,Below_Expectations
727,4,C,Hogar,108.24119327731093,12.171469740634006,8.209523809523809,25.64184,-100.10777,Hogar Reunión,UT_DENSIDAD,TRAIN,955326.6928571428,0,0,0,490000,1,Meeting_Expectations
728,4,C,Hogar,94.59,13.0,7.8,25.66763,-100.18443,Hogar Reunión,UT_DENSIDAD,TRAIN,1007944.8885,0,0,0,490000,2,Excellent
264,4,C,Base,117.0,13.0,9.0,25.68144,-100.16911,Hogar Reunión,UT_DENSIDAD,TRAIN,813919.538,0,0,0,480000,1,Meeting_Expectations
763,4,C,Base,108.24119327731093,12.171469740634006,8.209523809523809,25.62994,-100.17502,Hogar Reunión,UT_GAS_URBANA,TRAIN,361014.2204761904,0,0,0,480000,0,Below_Expectations
286,4,CD,Receso,106.0,10.0,9.0,25.65147,-100.10713,Parada Técnica,UT_GAS_URBANA,TRAIN,900732.224,0,0,0,516000,1,Meeting_Expectations
641,4,C,Receso,88.39,13.0,7.8,25.66455,-100.15575,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,693967.0715,0,0,0,516000,0,Below_Expectations
643,4,C,Hogar,117.03,13.0,9.6,25.65151,-100.18677,Hogar Reunión,UT_DENSIDAD,TRAIN,958092.434,0,0,0,490000,1,Meeting_Expectations
297,4,C,Hogar,83.0,11.0,5.8,25.63888,-100.17997,Hogar Reunión,UT_DENSIDAD,TRAIN,732249.237,0,1,0,490000,0,Below_Expectations
645,4,C,Hogar,107.67,13.0,9.2,25.66766,-100.2033,Hogar Reunión,UT_DENSIDAD,TRAIN,884734.8365,0,0,0,490000,1,Meeting_Expectations
649,4,C,Hogar,96.12,13.0,6.6,25.68285,-100.16291,Hogar Reunión,UT_DENSIDAD,TRAIN,711736.5678947368,0,0,0,490000,0,Below_Expectations
294,4,CD,Hogar,100.0,10.0,9.2,25.65195,-100.08189,Oficinistas,UT_CARRETERA_GAS,TRAIN,1032060.904,0,0,0,490000,2,Excellent
293,4,CD,Base,103.0,10.0,8.4,25.64159,-100.09377,Parada Técnica,UT_CARRETERA_GAS,TRAIN,1171129.559,0,0,0,480000,2,Excellent
655,4,C,Hogar,108.24119327731093,12.171469740634006,8.209523809523809,25.64333,-100.13593,Hogar Reunión,UT_DENSIDAD,TRAIN,846830.8284210527,0,0,0,490000,1,Meeting_Expectations
657,4,C,Base,108.24119327731093,12.171469740634006,8.209523809523809,25.62437,-100.06568,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,1308964.509,0,0,0,480000,3,Outstanding
658,4,C,Base,108.24119327731093,12.171469740634006,8.209523809523809,25.64325,-100.09237,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,607780.17,0,0,0,480000,0,Below_Expectations
32,4,C,Hogar,83.92,9.0,7.2,25.66615,-100.13315,Hogar Reunión,UT_DENSIDAD,TRAIN,655372.8705263158,0,0,0,490000,0,Below_Expectations
665,4,C,Hogar,120.91,13.0,10.2,25.66052,-100.18487,Hogar Reunión,UT_DENSIDAD,TRAIN,1332642.9785,0,0,0,490000,3,Outstanding
691,4,C,Hogar,119.33,13.0,8.2,25.66351,-100.17908,Hogar Reunión,UT_DENSIDAD,TRAIN,880484.542631579,0,0,0,490000,1,Meeting_Expectations
672,4,C,Base,108.24119327731093,12.171469740634006,8.209523809523809,25.64168,-100.08912,Parada Técnica,UT_GAS_URBANA,TRAIN,1238952.7805,0,0,0,480000,3,Outstanding
673,4,C,Base,111.41,13.0,8.2,25.64503,-100.17097,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,574440.6983333334,0,0,0,480000,0,Below_Expectations
278,4,C,Hogar,112.52,12.0,7.4,25.65557,-100.08114,Hogar Reunión,UT_CARRETERA_GAS,TRAIN,1174958.1845,0,0,0,490000,2,Excellent
37,4,D,Hogar,109.93,12.0,6.2,25.61395,-100.17367,Hogar Reunión,UT_DENSIDAD,TRAIN,628106.4663157895,0,0,0,490000,0,Below_Expectations
43,4,CD,Hogar,107.988,12.0,8.0,25.61009,-100.15445,Hogar Reunión,UT_DENSIDAD,TRAIN,694824.4966666667,0,0,0,490000,0,Below_Expectations
44,4,CD,Hogar,93.28,12.0,9.0,25.61295,-100.15086,Hogar Reunión,UT_DENSIDAD,TRAIN,814689.6157894738,0,0,0,490000,1,Meeting_Expectations
685,4,C,Base,108.24119327731093,12.171469740634006,8.209523809523809,25.62251,-100.11564,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,847969.2985714285,0,0,0,480000,1,Meeting_Expectations
687,4,C,Hogar,135.12,13.0,7.6,25.66008,-100.20738,Hogar Reunión,UT_DENSIDAD,TRAIN,1315553.5005263158,0,0,0,490000,3,Outstanding
